Classof,Measure Names,Organization Code,Organization Name,organizationid,Suppression Label,Measure Values,Cohort Numberof Students
Class of 2018,Dropped Out,1971,Sage Hills High School,103942,(Cross School),0.2,
Class of 2018,Graduated,2349,Forks Junior-Senior High School,100512,(Cross School),0.831168831,
Class of 2018,Continued,2349,Forks Junior-Senior High School,100512,(Cross School),0.064935065,
Class of 2018,Dropped Out,2349,Forks Junior-Senior High School,100512,(Cross School),0.103896104,
Class of 2018,Graduated,2423,Cusick Jr Sr High School,102015,(Cross School),0.826086957,
Class of 2018,Continued,2423,Cusick Jr Sr High School,102015,(Cross School),0.130434783,
Class of 2018,Dropped Out,2423,Cusick Jr Sr High School,102015,(Cross School),0.043478261,
Class of 2018,Graduated,2426,Lake Stevens Sr High School,102472,(Cross School),0.895904437,
Class of 2018,Continued,2426,Lake Stevens Sr High School,102472,(Cross School),0.054607509,
Class of 2018,Dropped Out,2426,Lake Stevens Sr High School,102472,(Cross School),0.049488055,
Class of 2018,Graduated,2471,Sequim Senior High,100495,(Cross School),0.903061224,
Class of 2018,Continued,2471,Sequim Senior High,100495,(Cross School),0.030612245,
Class of 2018,Dropped Out,2471,Sequim Senior High,100495,(Cross School),0.066326531,
Class of 2018,Graduated,2503,Port Townsend High School,100962,(Cross School),0.955056180,
Class of 2018,Continued,2503,Port Townsend High School,100962,(Cross School),0.022471910,
Class of 2018,Dropped Out,2503,Port Townsend High School,100962,(Cross School),0.022471910,
Class of 2018,Graduated,2508,Prosser High School,100399,(Cross School),0.817307692,
Class of 2018,Continued,2508,Prosser High School,100399,(Cross School),0.120192308,
Class of 2018,Dropped Out,2508,Prosser High School,100399,(Cross School),0.0625,
Class of 2018,Graduated,2766,Kittitas High School,101780,(Cross School),0.895833333,
Class of 2018,Continued,2766,Kittitas High School,101780,(Cross School),0.083333333,
Class of 2018,Dropped Out,2766,Kittitas High School,101780,(Cross School),0.020833333,
Class of 2018,Graduated,2773,Fife High School,102332,(Cross School),0.92,
Class of 2018,Continued,2773,Fife High School,102332,(Cross School),0.043333333,
Class of 2018,Dropped Out,2773,Fife High School,102332,(Cross School),0.036666667,
Class of 2018,Graduated,2801,Lake Roosevelt Jr/Sr High School,100855,(Cross School),0.731707317,
Class of 2018,Continued,2801,Lake Roosevelt Jr/Sr High School,100855,(Cross School),0.170731707,
Class of 2018,Dropped Out,2801,Lake Roosevelt Jr/Sr High School,100855,(Cross School),0.097560976,
Class of 2018,Graduated,2810,Concrete High School,102361,(Cross School),0.743589744,
Class of 2018,Continued,2810,Concrete High School,102361,(Cross School),0.076923077,
Class of 2018,Dropped Out,2810,Concrete High School,102361,(Cross School),0.179487179,
Class of 2018,Graduated,2849,Tahoma Senior High School,101435,(Cross School),0.902268761,
Class of 2018,Continued,2849,Tahoma Senior High School,101435,(Cross School),0.022687609,
Class of 2018,Dropped Out,2849,Tahoma Senior High School,101435,(Cross School),0.075043630,
Class of 2018,Graduated,2858,Pe Ell School,101852,(Cross School),0.85,
Class of 2018,Continued,2858,Pe Ell School,101852,(Cross School),0.15,
Class of 2018,Dropped Out,2858,Pe Ell School,101852,(Cross School),0,
Class of 2018,Graduated,2879,Friday Harbor High School,102352,(Cross School),0.931034483,
Class of 2018,Continued,2879,Friday Harbor High School,102352,(Cross School),0.034482759,
Class of 2018,Dropped Out,2879,Friday Harbor High School,102352,(Cross School),0.034482759,
Class of 2018,Graduated,2958,Northport High School,102907,(Cross School),0.789473684,
Class of 2018,Continued,2958,Northport High School,102907,(Cross School),0.105263158,
Class of 2018,Dropped Out,2958,Northport High School,102907,(Cross School),0.105263158,
Class of 2018,Graduated,2996,Ellensburg High School,101774,(Cross School),0.913223140,
Class of 2018,Continued,2996,Ellensburg High School,101774,(Cross School),0.033057851,
Class of 2018,Dropped Out,2996,Ellensburg High School,101774,(Cross School),0.053719008,
Class of 2018,Graduated,3014,Kent Mountain View Academy,101576,(Cross School),0.921052632,
Class of 2018,Continued,3014,Kent Mountain View Academy,101576,(Cross School),0.065789474,
Class of 2018,Dropped Out,3014,Kent Mountain View Academy,101576,(Cross School),0.013157895,
Class of 2018,Graduated,3119,Stevenson High School,102426,(Cross School),0.814814815,
Class of 2018,Continued,3119,Stevenson High School,102426,(Cross School),0.024691358,
Class of 2018,Dropped Out,3119,Stevenson High School,102426,(Cross School),0.160493827,
Class of 2018,Graduated,3147,Washougal High School,100581,(Cross School),0.843373494,
Class of 2018,Continued,3147,Washougal High School,100581,(Cross School),0.092369478,
Class of 2018,Dropped Out,3147,Washougal High School,100581,(Cross School),0.064257028,
Class of 2018,Graduated,3311,Mary Walker High School,102903,(Cross School),0.864864865,
Class of 2018,Continued,3311,Mary Walker High School,102903,(Cross School),0.027027027,
Class of 2018,Dropped Out,3311,Mary Walker High School,102903,(Cross School),0.108108108,
Class of 2018,Graduated,3343,Shorecrest High School,101501,(Cross School),0.873900293,
Class of 2018,Continued,3343,Shorecrest High School,101501,(Cross School),0.064516129,
Class of 2018,Dropped Out,3343,Shorecrest High School,101501,(Cross School),0.061583578,
Class of 2018,Graduated,3936,Alternative High School (Closed after 2016-2017 school year),101725,(Cross School),0.388888889,
Class of 2018,Continued,3936,Alternative High School (Closed after 2016-2017 school year),101725,(Cross School),0,
Class of 2018,Dropped Out,3936,Alternative High School (Closed after 2016-2017 school year),101725,(Cross School),0.611111111,
Class of 2018,Graduated,3972,E B Walker High School,102060,(Cross School),0.66,
Class of 2018,Continued,3972,E B Walker High School,102060,(Cross School),0.08,
Class of 2018,Dropped Out,3972,E B Walker High School,102060,(Cross School),0.26,
Class of 2018,Graduated,4042,Legacy High School,100607,(Cross School),0.571428571,
Class of 2018,Continued,4042,Legacy High School,100607,(Cross School),0.085714286,
Class of 2018,Dropped Out,4042,Legacy High School,100607,(Cross School),0.342857143,
Class of 2018,Graduated,4204,Lakewood High School,102640,(Cross School),0.920731707,
Class of 2018,Continued,4204,Lakewood High School,102640,(Cross School),0.030487805,
Class of 2018,Dropped Out,4204,Lakewood High School,102640,(Cross School),0.048780488,
Class of 2018,Graduated,4274,Sultan Senior High School,102648,(Cross School),0.865248227,
Class of 2018,Continued,4274,Sultan Senior High School,102648,(Cross School),0.035460993,
Class of 2018,Dropped Out,4274,Sultan Senior High School,102648,(Cross School),0.099290780,
Class of 2018,Graduated,4279,Highlands High School,101947,(Cross School),0.625,
Class of 2018,Continued,4279,Highlands High School,101947,(Cross School),0.25,
Class of 2018,Dropped Out,4279,Highlands High School,101947,(Cross School),0.125,
Class of 2018,Graduated,4288,Choice Middle and High School,101918,(Cross School),0.306666667,
Class of 2018,Continued,4288,Choice Middle and High School,101918,(Cross School),0.493333333,
Class of 2018,Dropped Out,4288,Choice Middle and High School,101918,(Cross School),0.2,
Class of 2018,Graduated,4431,La Center High School,100572,(Cross School),0.859154930,
Class of 2018,Continued,4431,La Center High School,100572,(Cross School),0.063380282,
Class of 2018,Dropped Out,4431,La Center High School,100572,(Cross School),0.077464789,
Class of 2018,Graduated,5331,Northshore Online Reengagement Program,105657,(Cross School),0.416666667,
Class of 2018,Continued,5331,Northshore Online Reengagement Program,105657,(Cross School),0.583333333,
Class of 2018,Dropped Out,5331,Northshore Online Reengagement Program,105657,(Cross School),0,
Class of 2018,Graduated,5545,Kalama High School,106176,(Cross School),0.909090909,
Class of 2018,Continued,5545,Kalama High School,106176,(Cross School),0.064935065,
Class of 2018,Dropped Out,5545,Kalama High School,106176,(Cross School),0.025974026,
Class of 2018,Graduated,1500,Forks Alternative School,100509,(N<10),,
Class of 2018,Continued,1500,Forks Alternative School,100509,(N<10),,
Class of 2018,Dropped Out,1500,Forks Alternative School,100509,(N<10),,
Class of 2018,Graduated,1528,Excelsior High School (Closed after 2016-2017 school year),100576,(N<10),,
Class of 2018,Continued,1528,Excelsior High School (Closed after 2016-2017 school year),100576,(N<10),,
Class of 2018,Dropped Out,1528,Excelsior High School (Closed after 2016-2017 school year),100576,(N<10),,
Class of 2018,Graduated,1567,Eagle Peak at Pratt,102676,(N<10),,
Class of 2018,Continued,1567,Eagle Peak at Pratt,102676,(N<10),,
Class of 2018,Dropped Out,1567,Eagle Peak at Pratt,102676,(N<10),,
Class of 2018,Graduated,1585,Comm Based Trans Program,102079,(N<10),,
Class of 2018,Continued,1585,Comm Based Trans Program,102079,(N<10),,
Class of 2018,Dropped Out,1585,Comm Based Trans Program,102079,(N<10),,
Class of 2018,Graduated,1605,Twin Cedars High School,102356,(N<10),,
Class of 2018,Continued,1605,Twin Cedars High School,102356,(N<10),,
Class of 2018,Dropped Out,1605,Twin Cedars High School,102356,(N<10),,
Class of 2018,Graduated,1621,Methow Valley Independent  L C,101963,(N<10),,
Class of 2018,Continued,1621,Methow Valley Independent  L C,101963,(N<10),,
Class of 2018,Dropped Out,1621,Methow Valley Independent  L C,101963,(N<10),,
Class of 2018,Graduated,1688,Emerson K-12,101517,(N<10),,
Class of 2018,Continued,1688,Emerson K-12,101517,(N<10),,
Class of 2018,Dropped Out,1688,Emerson K-12,101517,(N<10),,
Class of 2018,Graduated,1714,Stillaguamish Valley Learning Center,102560,(N<10),,
Class of 2018,Continued,1714,Stillaguamish Valley Learning Center,102560,(N<10),,
Class of 2018,Dropped Out,1714,Stillaguamish Valley Learning Center,102560,(N<10),,
Class of 2018,Graduated,1728,Prosser Falls Education Center (Closed after 2016-2017 school year),100397,(N<10),,
Class of 2018,Continued,1728,Prosser Falls Education Center (Closed after 2016-2017 school year),100397,(N<10),,
Class of 2018,Dropped Out,1728,Prosser Falls Education Center (Closed after 2016-2017 school year),100397,(N<10),,
Class of 2018,Graduated,1738,Gate Work Study Program,100519,(N<10),,
Class of 2018,Continued,1738,Gate Work Study Program,100519,(N<10),,
Class of 2018,Dropped Out,1738,Gate Work Study Program,100519,(N<10),,
Class of 2018,Graduated,1740,Off Campus (Closed after 2016-2017 school year),101716,(N<10),,
Class of 2018,Continued,1740,Off Campus (Closed after 2016-2017 school year),101716,(N<10),,
Class of 2018,Dropped Out,1740,Off Campus (Closed after 2016-2017 school year),101716,(N<10),,
Class of 2018,Graduated,1744,School Home Partnership Program,102577,(N<10),,
Class of 2018,Continued,1744,School Home Partnership Program,102577,(N<10),,
Class of 2018,Dropped Out,1744,School Home Partnership Program,102577,(N<10),,
Class of 2018,Graduated,1751,Cascade Parent Partnership Program,101004,(N<10),,
Class of 2018,Continued,1751,Cascade Parent Partnership Program,101004,(N<10),,
Class of 2018,Dropped Out,1751,Cascade Parent Partnership Program,101004,(N<10),,
Class of 2018,Graduated,1753,Homelink,102471,(N<10),,
Class of 2018,Continued,1753,Homelink,102471,(N<10),,
Class of 2018,Dropped Out,1753,Homelink,102471,(N<10),,
Class of 2018,Graduated,1784,H.O.M.E. Program,101322,(N<10),,
Class of 2018,Continued,1784,H.O.M.E. Program,101322,(N<10),,
Class of 2018,Dropped Out,1784,H.O.M.E. Program,101322,(N<10),,
Class of 2018,Graduated,1799,Visions (Seamar Youth Center),103049,(N<10),,
Class of 2018,Continued,1799,Visions (Seamar Youth Center),103049,(N<10),,
Class of 2018,Dropped Out,1799,Visions (Seamar Youth Center),103049,(N<10),,
Class of 2018,Graduated,1801,iQ Academy Washington (Closed after 2016-2017 school year),100589,(N<10),,
Class of 2018,Continued,1801,iQ Academy Washington (Closed after 2016-2017 school year),100589,(N<10),,
Class of 2018,Dropped Out,1801,iQ Academy Washington (Closed after 2016-2017 school year),100589,(N<10),,
Class of 2018,Graduated,1807,Regional Justice Center,101569,(N<10),,
Class of 2018,Continued,1807,Regional Justice Center,101569,(N<10),,
Class of 2018,Dropped Out,1807,Regional Justice Center,101569,(N<10),,
Class of 2018,Graduated,1825,Alfaretta House,102210,(N<10),,
Class of 2018,Continued,1825,Alfaretta House,102210,(N<10),,
Class of 2018,Dropped Out,1825,Alfaretta House,102210,(N<10),,
Class of 2018,Graduated,1851,Wellpinit Alliance High School,102876,(N<10),,
Class of 2018,Continued,1851,Wellpinit Alliance High School,102876,(N<10),,
Class of 2018,Dropped Out,1851,Wellpinit Alliance High School,102876,(N<10),,
Class of 2018,Graduated,1854,PARADE,101404,(N<10),,
Class of 2018,Continued,1854,PARADE,101404,(N<10),,
Class of 2018,Dropped Out,1854,PARADE,101404,(N<10),,
Class of 2018,Graduated,1861,North Mason Homelink Program,101928,(N<10),,
Class of 2018,Continued,1861,North Mason Homelink Program,101928,(N<10),,
Class of 2018,Dropped Out,1861,North Mason Homelink Program,101928,(N<10),,
Class of 2018,Graduated,1904,Parent Partnership,103822,(N<10),,
Class of 2018,Continued,1904,Parent Partnership,103822,(N<10),,
Class of 2018,Dropped Out,1904,Parent Partnership,103822,(N<10),,
Class of 2018,Graduated,1910,Marysville SD Special,103817,(N<10),,
Class of 2018,Continued,1910,Marysville SD Special,103817,(N<10),,
Class of 2018,Dropped Out,1910,Marysville SD Special,103817,(N<10),,
Class of 2018,Graduated,1911,Wellpinit-Fort Simcoe High School (Closed after 2016-2017 school year),103849,(N<10),,
Class of 2018,Continued,1911,Wellpinit-Fort Simcoe High School (Closed after 2016-2017 school year),103849,(N<10),,
